variable,label
BPQ040A,Taking prescription for hypertension
BPQ050A,Now taking prescribed medicine for HBP
BPQ056,Take blood pressure at home last 12 mos?
BPD058,How often checked BP at home last 12 mos
BPQ059,Doctor tell you to take BP at home?
BPQ080,Doctor told you - high cholesterol level
BPQ060,Ever had blood cholesterol checked
BPQ070,When blood cholesterol last checked
BPQ090D,Told to take prescriptn for cholesterol
BPQ100D,Now taking prescribed medicine
CDQ001,SP ever had pain or discomfort in chest
CDQ002,SP get it walking uphill or in a hurry
CDQ003,During an ordinary pace on level ground
CDQ004,If so does SP continue or slow down
CDQ005,Does standing relieve pain/discomfort
CDQ006,How soon is the pain relieved
CDQ009A,Pain in right arm
CDQ009B,Pain in right chest
CDQ009C,Pain in neck
CDQ009D,Pain in upper sternum
CDQ009E,Pain in lower sternum
CDQ009F,Pain in left chest
CDQ009G,Pain in left arm
CDQ009H,Pain in epigastric area
CDQ008,Severe pain in chest more than half hour
CDQ010,Shortness of breath on stairs/inclines
CFASTAT,Cognitive functioning status
CFALANG,Language - Cognitive Functioning
CFDCCS,CERAD: Completion Status
CFDCRNC,CERAD: Reason Not Complete
CFDCST1,CERAD: Score Trial 1 Recall
CFDCST2,CERAD: Score Trial 2 Recall
CFDCST3,CERAD: Score Trial 3 Recall
CFDCSR,CERAD: Score Delayed Recall
CFDCIT1,CERAD: Intrusion word count Trial 1
CFDCIT2,CERAD: Intrusion word count Trial 2
CFDCIT3,CERAD: Intrusion word count Trial 3
CFDCIR,CERAD: Intrusion word count Recall
CFDAPP,Animal Fluency: Sample Practice Pretest
CFDARNC,Animal Fluency: Reason Not Done
CFDAST,Animal Fluency: Score Total
CFDDPP,Digit Symbol: Sample Practice Pretest
CFDDRNC,Digit Symbol: Reason Not Done
CFDDS,Digit Symbol: Score
CBD070,Money spent at supermarket/grocery store
CBD090,Money spent on nonfood items
CBD110,Money spent on food at other stores
CBD120,Money spent on eating out
CBD130,Money spent on carryout/delivered foods
CKQ010,Strenuous exercise in the past 3 days?
CKQ020,Did exercise make muscles sore/painful
CKQ030,"Past 3 days muscle injury, bruise, injct"
CKQ040,Injury/injct made muscles sore/painful
CKD060,Other muscle pain/soreness last 3 days
CKQ070Q,Quantity: how long pain/aching/soreness
CKQ070U,Unit: how long pain/aching/soreness
HSD010,General health condition
HSQ500,SP have head cold or chest cold
HSQ510,SP have stomach or intestinal illness?
HSQ520,"SP have flu, pneumonia, ear infection?"
HSQ571,SP donated blood in past 12 months?
HSQ580,How long ago was last blood donation?
HSQ590,Blood ever tested for HIV virus?
HSAQUEX,Source of Health Status Data
DED031,Skin reaction to sun after non-exposure
DEQ034A,Stay in the shade?
DEQ034C,Wear a long sleeved shirt
DEQ034D,Use sunscreen?
DEQ038G,In past yr did you have sunburn?
DEQ038Q,# of times in past yr you had a sunburn
DED120,Minutes outdoors 9am - 5pm work day
DED125,Minutes outdoors 9am - 5pm not work day
DIQ010,Doctor told you have diabetes
DID040,Age when first told you had diabetes
DIQ160,Ever told you have prediabetes
DIQ170,Ever told have health risk for diabetes
DIQ172,Feel could be at risk for diabetes
DIQ175A,Family history
DIQ175B,Overweight
DIQ175C,Age
DIQ175D,Poor diet
DIQ175E,Race
DIQ175F,Had a baby weighed over 9 lbs. at birth
DIQ175G,Lack of physical activity
DIQ175H,High blood pressure
DIQ175I,High blood sugar
DIQ175J,High cholesterol
DIQ175K,Hypoglycemic
DIQ175L,Extreme hunger
DIQ175M,Tingling/numbness in hands or feet
DIQ175N,Blurred vision
DIQ175O,Increased fatigue
DIQ175P,Anyone could be at risk
DIQ175Q,Doctor warning
DIQ175R,"Other, specify"
DIQ175S,Gestational diabetes
DIQ175T,Frequent urination
DIQ175U,Thirst
DIQ175V,Craving for sweet/eating a lot of sugar
DIQ175W,Medication
DIQ175X,Polycystic ovarian syndrome
DIQ180,Had blood tested past three years
DIQ050,Taking insulin now
DID060,How long taking insulin
DIQ060U,Unit of measure (month/year)
DIQ070,Take diabetic pills to lower blood sugar
DIQ230,How long ago saw a diabetes specialist
DIQ240,Is there one Dr you see for diabetes
DID250,Past year how many times seen doctor
DID260,How often check blood for glucose/sugar
DIQ260U,Unit of measure (day/week/month/year)
DIQ275,Past year Dr checked for A1C
DIQ280,What was your last A1C level
DIQ291,What does Dr say A1C should be
DIQ300S,What was your recent SBP
DIQ300D,What was your recent DBP
DID310S,What does Dr say SBP should be
DID310D,What does Dr say DBP should be
DID320,What was most recent LDL number
DID330,What does Dr say LDL should be
DID341,Past year times Dr check feet for sores
DID350,How often do you check your feet
DIQ350U,Unit of measure (day/week/month/year)
DIQ360,Last time had pupils dilated for exam
DIQ080,Diabetes affected eyes/had retinopathy
DBQ010,Ever breastfed or fed breastmilk
DBD030,Age stopped breastfeeding(days)
DBD041,Age first fed formula(days)
DBD050,Age stopped receiving formula(days)
DBD055,Age started other than breastmilk/fomula
DBD061,Age first fed milk(days)
DBQ073A,Type of milk first fed - whole milk
DBQ073B,Type of milk first fed - 2% milk
DBQ073C,Type of milk first fed - 1% milk
DBQ073D,Type of milk first fed - fat free milk
DBQ073E,Type of milk first fed - soy milk
DBQ073U,Type of milk first fed - other
DBD085,CHECK ITEM
DBQ700,How healthy is the diet
DBQ197,Past 30 day milk product consumption
DBQ223A,You drink whole or regular milk
DBQ223B,You drink 2% fat milk
DBQ223C,You drink 1% fat milk
DBQ223D,You drink fat free/skim milk
DBQ223E,You drink soy milk
DBQ223U,You drink another type of milk
DBQ229,Regular milk use 5 times per week
DBQ235A,How often drank milk age 5-12
DBQ235B,How often drank milk age 13-17
DBQ235C,How often drank milk age 18-35
DBQ301,Community/Government meals delivered
DBQ330,Eat meals at Community/Senior center
DBQ360,Attend kindergarten thru high school
DBQ370,School serves school lunches
DBD381,# of times/week get school lunch
DBQ390,"School lunch free, reduced or full price"
DBQ400,School serve complete breakfast each day
DBD411,# of times/week get school breakfast
DBQ421,School breakfast free/reduced/full price
DBQ424,Summer program meal free/reduced price
DBD895,# of meals not home prepared
DBD900,# of meals from fast food or pizza place
DBD905,# of ready-to-eat foods in past 30 days
DBD910,# of frozen meals/pizza in past 30 days
CBQ596,Heard of My Plate
CBQ606,Looked up My Plate on internet
CBQ611,Tried My Plate plan
CBQ505,Eat at fast food/pizza places
CBQ535,Saw nutrition info on fast food menu
CBQ540,Used nutrition info to choose fast foods
CBQ545,Would use fast food nutrition info
CBQ550,Eat at restaurants w/ waiter
CBQ552,Is it a chain-restaurant?
CBQ580,Saw nutrition info on restaurant menu
CBQ585,Used nutrition info in restaurant
CBQ590,Would use restaurant nutrition info
DLQ010,Have serious difficulty hearing?
DLQ020,Have serious difficulty seeing?
DLQ040,Have serious difficulty concentrating ?
DLQ050,Have serious difficulty walking ?
DLQ060,Have difficulty dressing or bathing?
DLQ080,Have difficulty doing errands alone ?
DUQ200,Ever used marijuana or hashish
DUQ210,Age when first tried marijuana
DUQ211,Used marijuana every month for a year?
DUQ213,Age started regularly using marijuana
DUQ215Q,Time since last used marijuana regularly
DUQ215U,Time since used marijuana regularly/unit
DUQ217,How often would you use marijuana?
DUQ219,How many joints or pipes smoke in a day?
DUQ220Q,Last time used marijuana or hashish
DUQ220U,Last time used marijuana or hashish/unit
DUQ230,# days used marijuana or hashish/month
DUQ240,Ever used cocaine/heroin/methamphetamine
DUQ250,Ever use any form of cocaine
DUQ260,Age first used cocaine
DUQ270Q,"Last time you used cocaine, in any form"
DUQ270U,Last time you used cocaine/unit
DUQ272,# of time you used cocaine
DUQ280,# of days used cocaine/month
DUQ290,Ever used heroin
DUQ300,Age first used heroin
DUQ310Q,Last time used heroin
DUQ310U,Last time used heroin/unit
DUQ320,# of days used heroin/month
DUQ330,Ever used methamphetamine
DUQ340,Age first used methamphetamine
DUQ350Q,Last time used methamphetamine
DUQ350U,Last time used methamphetamine/unit
DUQ352,# times used methamphetamine
DUQ360,# days used methamphetamine/month
DUQ370,Ever use a needle to inject illegal drug
DUQ380A,Drugs injected - Cocaine
DUQ380B,Drugs injected - Heroin
DUQ380C,Drugs injected - Methamphetamine
DUQ380D,Drugs injected - Steroids
DUQ380E,Drugs injected - Any other drugs
DUQ390,Age first injected drugs
DUQ400Q,Last time injected drugs
DUQ400U,Last time injected drugs/unit
DUQ410,# times injected drugs/lifetime
DUQ420,How often did you inject drugs
DUQ430,Ever been in rehabilitation program
ECD010,Mother's age when born
ECQ020,Mother smoked when pregnant
ECD070A,"Weight at birth, pounds"
ECD070B,"Weight at birth, ounces"
ECQ080,Weight more/less than 5.5 lbs
ECQ090,Weight more/less than 9.0 lbs
WHQ030E,How do you consider your child's weight
MCQ080E,Your child was overweight
ECQ150,Help your child control weight
FSD032A,HH Worried run out of food
FSD032B,HH Food didn't last
FSD032C,HH Couldn't afford balanced meals
FSD041,HH Adults cut size or skip meals
FSD052,HH How often adults cut size/skip meals
FSD061,HH Eat less than should
FSD071,"HH Hungry, but didn't eat"
FSD081,"HH Lost weight, no money for food"
FSD092,HH Adults not eat whole day
FSD102,HH How often adults not eat for day
FSD032D,HH Relied on low-cost food for child
FSD032E,HH Couldn't feed child balanced meal
FSD032F,HH Child not eating enough
FSD111,HH Cut size of child meals
FSD122,HH Child skip meals
FSD132,HH How often child skip meals
FSD141,HH Child hungry in last 12 months
FSD146,HH Child not eat whole day
FSDHH,Household food security category
FSDAD,Adult food security category
FSDCH,Child food security category
FSD151,HH Emergency food received
FSQ165,HH FS benefit: ever received
FSQ012,HH FS benefit: receive in last 12 months
FSD012N,HH FS benefit: number people received
FSD230,HH FS benefit: currently receive
FSD225,HH FS benefit: time since last received
FSQ235,HH FS benefit: amount received last time
FSQ162,HH WIC benefit: receive in last 12 month
FSD650ZC,CH WIC benefit: receive in last 12 month
FSD660ZC,CH WIC benefit: currently receive
FSD675,CH WIC benefit: received in infancy
FSD680,CH WIC benefit: received b/w 1-4 yrs old
FSD670ZC,CH WIC benefit: # of months received
FSQ690,CH WIC benefit: Mom received while preg.
FSQ695,CH WIC benefit: starting month of preg.
FSD650ZW,WM WIC benefit: receive in last 12 month
FSD660ZW,WM WIC benefit: currently receive
FSD670ZW,WM WIC benefit: # of months received
HIQ011,Covered by health insurance
HIQ031A,Covered by private insurance
HIQ031B,Covered by Medicare
HIQ031C,Covered by Medi-Gap
HIQ031D,Covered by Medicaid
HIQ031E,Covered by SCHIP
HIQ031F,Covered by military health care
HIQ031G,Covered by Indian Health Service
HIQ031H,Covered by state-sponsored health plan
HIQ031I,Covered by other government insurance
HIQ031J,Covered by single service plan
HIQ031AA,No coverage of any type
HIQ260,Have Medicare?
HIQ105,Insurance card available or not
HIQ270,Do plans cover prescriptions?
HIQ210,Time when no insurance in past year?
HEQ010,Ever told you have Hepatitis B?
HEQ020,Ever prescribed meds treat Hepatitis B?
HEQ030,Ever told you have Hepatitis C?
HEQ040,Ever prescribed meds treat Hepatitis C?
HUQ010,General health condition
HUQ020,Health now compared with 1 year ago
HUQ030,Routine place to go for healthcare
HUQ041,Type place most often go for healthcare
HUQ051,#times receive healthcare over past year
HUQ061,How long since last healthcare visit
HUQ071,Overnight hospital patient in last year
HUD080,#times overnite hospital patient/last yr
HUQ090,Seen mental health professional/past yr
HOD050,Number of rooms in home
HOQ065,"Home owned, bought, rented, other"
IMQ011,Received Hepatitis A vaccine
IMQ020,Received Hepatitis B 3 dose series
IMQ040,Received HPV vaccine
IMQ070,Received HPV vaccine
IMQ080,HPV vaccine received
IMQ090,Age first dose HPV
IMQ045,"Received HPV, # of doses"
INQ020,Income from wages/salaries
INQ012,Income from self employment
INQ030,Income from Social Security or RR
INQ060,Income from other disability pension
INQ080,Income from retirement/survivor pension
INQ090,Income from Supplemental Security Income
INQ132,Income from state/county cash assistance
INQ140,Income from interest/dividends or rental
INQ150,Income from other sources
IND235,Monthly family income
INDFMMPI,Family monthly poverty level index
INDFMMPC,Family monthly poverty level category
INQ244,Family has savings more than $5000
IND247,Total savings/cash assets for the family
KIQ022,Ever told you had weak/failing kidneys
KIQ025,Received dialysis in past 12 months
KIQ026,Ever had kidney stones?
KID028,How many times passed a kidney stone?
KIQ005,How often have urinary leakage
KIQ010,How much urine lose each time?
KIQ042,Leak urine during physical activities
KIQ430,How frequently does this occur?
KIQ044,Urinated before reaching the toilet
KIQ450,How frequently does this occur?
KIQ046,Leak urine during nonphysical activities
KIQ470,How frequently does this occur?
KIQ050,How much did urine leakage bother you
KIQ052,How much were daily activities affected
KIQ480,How many times urinate in night?
MCQ010,Ever been told you have asthma
MCQ025,Age when first had asthma
MCQ035,Still have asthma
MCQ040,Had asthma attack in past year
MCQ050,Emergency care visit for asthma/past yr
AGQ030,Did SP have episode of hay fever/past yr
MCQ053,Taking treatment for anemia/past 3 mos
MCQ070,Ever been told you have psoriasis?
MCQ075,Degree of Psoriasis
MCQ080,Doctor ever said you were overweight
MCQ082,Ever been told you have celiac disease?
MCQ084,Difficulties in thinking or remembering
MCQ086,Are you on a gluten-free diet?
MCQ092,Ever receive blood transfusion
MCD093,Year receive blood transfusion
MCQ149,Menstrual periods started yet?
MCQ151,Age at first menstrual period
MCQ160a,Doctor ever said you had arthritis
MCQ180a,Age when told you had arthritis
MCQ195,Which type of arthritis was it?
MCQ160n,Doctor ever told you that you had gout?
MCQ180n,Age when told you had gout.
MCQ160b,Ever told had congestive heart failure
MCQ180b,Age when told you had heart failure
MCQ160c,Ever told you had coronary heart disease
MCQ180c,Age when told had coronary heart disease
MCQ160d,Ever told you had angina/angina pectoris
MCQ180d,Age when told you had angina pectoris
MCQ160e,Ever told you had heart attack
MCQ180e,Age when told you had heart attack
MCQ160f,Ever told you had a stroke
MCQ180f,Age when told you had a stroke
MCQ160g,Ever told you had emphysema
MCQ180g,Age when told you had emphysema
MCQ160m,Ever told you had thyroid problem
MCQ170m,Do you still have thyroid problem
MCQ180m,Age when told you had thyroid problem
MCQ160k,Ever told you had chronic bronchitis
MCQ170k,Do you still have chronic bronchitis
MCQ180k,Age when told you had chronic bronchitis
MCQ160l,Ever told you had any liver condition
MCQ170l,Do you still have a liver condition
MCQ180l,Age when told you had a liver condition
MCQ160o,Ever told you had COPD?
MCQ203,Ever been told you have jaundice?
MCQ206,Age when told you have jaundice?
MCQ220,Ever told you had cancer or malignancy
MCQ230a,What kind of cancer
MCQ230b,What kind of cancer
MCQ230c,What kind of cancer
MCQ230d,What kind of cancer
MCQ240a,Age when bladder cancer first diagnosed
MCQ240aa,Age testicular cancer first diagnosed
MCQ240b,Age when blood cancer first diagnosed
MCQ240bb,Age when thyroid cancer first diagnosed
MCQ240c,Age when bone cancer first diagnosed
MCQ240cc,Age when uterine cancer first diagnosed
MCQ240d,Age when brain cancer first diagnosed
MCQ240dd,Age other type of cancer first diagnosed
MCQ240dk,How old when cancer first diagnosed?
MCQ240e,Age when breast cancer first diagnosed
MCQ240f,Age when cervical cancer first diagnosed
MCQ240g,Age when colon cancer first diagnosed
MCQ240h,Age esophageal cancer first diagnosed
MCQ240i,Age gallbladder cancer first diagnosed
MCQ240j,Age when kidney cancer first diagnosed
MCQ240k,Age larynx/windpipe cancer diagnosed
MCQ240l,Age when leukemia first diagnosed
MCQ240m,Age when liver cancer first diagnosed
MCQ240n,Age when lung cancer first diagnosed
MCQ240o,Age lymphoma/Hodgkins'  diagnosed
MCQ240p,Age when melanoma first diagnosed
MCQ240q,Age mouth\tongue\lip cancer diagnosed
MCQ240r,Age nervous system cancer diagnosed
MCQ240s,Age when ovarian cancer first diagnosed
MCQ240t,Age pancreatic cancer first diagnosed
MCQ240u,Age prostate cancer first diagnosed
MCQ240v,Age when rectal cancer first diagnosed
MCQ240w,Age non-melanoma skin cancer diagnosed
MCQ240x,Age unknown skin cancer first diagnosed
MCQ240y,Age soft tissue cancer first diagnosed
MCQ240z,Age stomach cancer first diagnosed
MCQ300a,Close relative had heart attack?
MCQ300b,Close relative had asthma?
MCQ300c,Close relative had diabetes?
MCQ365a,Doctor told you to lose weight
MCQ365b,Doctor told you to exercise
MCQ365c,Doctor told you to reduce salt in diet
MCQ365d,Doctor told you to reduce fat/calories
MCQ370a,Are you now controlling or losing weight
MCQ370b,Are you now increasing exercise
MCQ370c,Are you now reducing salt in diet
MCQ370d,Are you now reducing fat in diet
MCQ380,"Past 7 days, had trouble remembering"
DPQ010,Have little interest in doing things
DPQ020,"Feeling down, depressed, or hopeless"
DPQ030,Trouble sleeping or sleeping too much
DPQ040,Feeling tired or having little energy
DPQ050,Poor appetite or overeating
DPQ060,Feeling bad about yourself
DPQ070,Trouble concentrating on things
DPQ080,Moving or speaking slowly or too fast
DPQ090,Thought you would be better off dead
DPQ100,Difficulty these problems have caused
OCD150,Type of work done last week
OCQ180,Hours worked last week at all jobs
OCQ210,Usually work 35 or more hours per week
OCD231,Industry group code: current job
OCD241,Occupation group code: current job
OCQ260,Description of job/work situation
OCD270,Number of months working in the main job
OCQ380,Main reason did not work last week
OCD390G,Kind of work you have done the longest
OCD391,Industry group code: longest job
OCD392,Occupation group code: longest job
OCD395,Duration of longest job (months)
OHQ030,When did you last visit a dentist
OHQ033,Main reason for last dental visit
OHQ770,Past yr need dental but couldn't get it
OHQ780A,Could not afford the cost
OHQ780B,Did not want to spend the money
OHQ780C,Insurance did not cover procedures
OHQ780D,Dental office is too far away
OHQ780E,Office not open at convenient time
OHQ780F,Another dentist recommended not doing it
OHQ780G,Afraid or do not like dentists
OHQ780H,Unable to take time off from work
OHQ780I,Too busy
OHQ780J,Expected dental problems to go away
OHQ780K,Other reason could not get dental care
OHQ555G,Age started brushing teeth
OHQ555Q,Age started brushing teeth
OHQ555U,Age started brushing teeth
OHQ560G,Age started using toothpaste
OHQ560Q,Age started using toothpaste
OHQ560U,Age started using toothpaste
OHQ565,Ever given prescription fluoride drops?
OHQ570Q,Age started prescription fluoride drops
OHQ570U,Age started prescription fluoride drops
OHQ575G,Age stopped prescription fluoride drops
OHQ575Q,Age stopped prescription fluoride drops
OHQ575U,Age stopped prescription fluoride drops
OHQ580,Ever given prescription fluoride tablets
OHQ585Q,Age started prescription fluoride tablet
OHQ585U,Age started prescription fluoride tablet
OHQ590G,Age stopped prescription fluoride tablet
OHQ590Q,Age stopped prescription fluoride tablet
OHQ590U,Age stopped prescription fluoride tablet
OHQ610,Told benefits of giving up cigarettes
OHQ612,Told benefits of checking blood sugar
OHQ614,Told importance of checking for cancer
OHQ620,How often last yr had aching in mouth?
OHQ640,Last yr had diff w/ job because of mouth
OHQ680,Last yr embarrassed because of mouth
OHQ835,Do you think you might have gum disease?
OHQ845,Rate the health of your teeth and gums
OHQ848G,# times you brush your teeth in 1 day?
OHQ848Q,# times you brush your teeth in 1 day?
OHQ849,How much toothpaste do you use?
OHQ850,Ever had treatment for gum disease?
OHQ855,Any teeth became loose without an injury
OHQ860,Ever been told of bone loss around teeth
OHQ865,Noticed a tooth that doesn't look right
OHQ870,How many days use dental floss/device
OHQ875,Days used mouthwash for dental problem
OHQ880,Oral cancer exam where Dr pulls tonge
OHQ885,Oral cancer exam where Dr feels neck
OHQ895,When did you have oral/mouth cancer exam
OHQ900,What type of prof performed oral exam
OSQ010a,Broken or fractured a hip
OSQ010b,Broken or fractured a wrist
OSQ010c,Broken or fractured spine
OSQ020a,# Times broken/fractured hip
OSQ020b,# Times broken/fractured wrist
OSQ020c,# Times broken/fractured spine
OSD030aa,Age when fractured hip 1st time
OSQ040aa,Under/over 50 when fracd. hip 1st time
OSD050aa,Reason hip fracture occurred 1st time
OSD030ab,Age when fractured hip 2nd time
OSQ040ab,Under/over 50 when fracd. hip 2nd time
OSD050ab,Reason hip fracture occurred 2nd time
OSD030ac,Age when fractured hip 3rd time
OSQ040ac,Under/over 50 when fracd. hip 3rd time
OSD050ac,Reason hip fracture occurred 3rd time
OSD030ba,Age when fractured wrist 1st time
OSQ040ba,Under/over 50 when fracd. wrist 1st time
OSD050ba,Reason wrist fracture occurred 1st time
OSD030bb,Age when fractured wrist 2nd time
OSQ040bb,Under/over 50 when fracd. wrist 2nd time
OSD050bb,Reason wrist fracture occurred 2nd time
OSD030bc,Age when fractured wrist 3rd time
OSQ040bc,Under/over 50 when fracd. wrist 3rd time
OSD050bc,Reason wrist fracture occurred 3rd time
OSD030bd,Age when fractured wrist 4th time
OSQ040bd,Under/over 50 when fracd. wrist 4th time
OSD050bd,Reason wrist fracture occurred 4th time
OSD030be,Age when fractured wrist 5th time
OSQ040be,Under/over 50 when fracd. wrist 5th time
OSD030bf,Age when fractured wrist 6th time
OSQ040bf,Under/over 50 when fracd. wrist 6th time
OSD030bg,Age when fractured wrist 7th time
OSQ040bg,Under/over 50 when fracd. wrist 7th time
OSD030bh,Age when fractured wrist 8th time
OSQ040bh,Under/over 50 when fracd. wrist 8th time
OSD030bi,Age when fractured wrist 9th time
OSQ040bi,Under/over 50 when fracd. wrist 9th time
OSD030bj,Age when fractured wrist 10th time
OSQ040bj,Under/over 50 when fracd wrist 10th time
OSD030ca,Age when fractured spine 1st time
OSQ040ca,Under/over 50 when fracd. spine 1st time
OSD050ca,Reason spine fracture occurred 1st time
OSD030cb,Age when fractured spine 2nd time
OSQ040cb,Under/over 50 when fracd. spine 2nd time
OSD050cb,Reason spine fracture occurred 2nd time
OSD030cc,Age when fractured spine 3rd time
OSQ040cc,Under/over 50 when fracd. spine 3rd time
OSQ080,Doctor ever told any other fractures?
OSQ090a,Fracture result of severe trauma?
OSQ100a,Where fracture occurred
OSD110a,How old when fracture occurred?
OSQ120a,Any other fractures?
OSQ090b,Fracture result of severe trauma?
OSQ100b,Where fracture occurred
OSD110b,How old when fracture occurred?
OSQ120b,Any other fractures?
OSQ090c,Fracture result of severe trauma?
OSQ100c,Where fracture occurred
OSD110c,How old when fracture occurred?
OSQ120c,Any other fractures?
OSQ090d,Fracture result of severe trauma?
OSQ100d,Where fracture occurred
OSD110d,How old when fracture occurred?
OSQ120d,Any other fractures?
OSQ090e,Fracture result of severe trauma?
OSQ100e,Where fracture occurred
OSD110e,How old when fracture occurred?
OSQ120e,Any other fractures?
OSQ090f,Fracture result of severe trauma?
OSQ120f,Any other fractures?
OSQ090g,Fracture result of severe trauma?
OSQ100g,Where fracture occurred
OSD110g,How old when fracture occurred?
OSQ120g,Any other fractures?
OSQ090h,Fracture result of severe trauma?
OSQ120h,Any other fractures?
OSQ060,Ever told had osteoporosis/brittle bones
OSQ072,Doctor prescribe RX for osteoporosis?
OSQ130,Ever taken prednisone or cortisone daily
OSQ140q,How long used prednisone or cortisone?
OSQ140u,How long used prednisone or cortisone?
OSQ150,Parents ever told had osteoporosis?
OSQ160a,Mother was told had osteoporosis
OSQ160b,Father was told had osteoporosis
OSQ170,Did mother ever fracture hip?
OSQ180,How old mother when fractured hip?
OSQ190,Over or under 50 years old?
OSQ200,Did father ever fracture hip?
OSQ210,How old father when fractured hip?
OSQ220,Over or under 50 years old?
PUQ100,Products used in home to control insects
PUQ110,Products used to kill weeds?
PAQ605,Vigorous work activity
PAQ610,Number of days vigorous work
PAD615,Minutes vigorous-intensity work
PAQ620,Moderate work activity
PAQ625,Number of days moderate work
PAD630,Minutes moderate-intensity work
PAQ635,Walk or bicycle
PAQ640,Number of days walk or bicycle
PAD645,Minutes walk/bicycle for transportation
PAQ650,Vigorous recreational activities
PAQ655,Days vigorous recreational activities
PAD660,Minutes vigorous recreational activities
PAQ665,Moderate recreational activities
PAQ670,Days moderate recreational activities
PAD675,Minutes moderate recreational activities
PAD680,Minutes sedentary activity
PAQ706,Days physically active at least 60 min.
PAQ710,Hours watch TV or videos past 30 days
PAQ715,Hours use computer past 30 days
PAQ722,Any physical activities past 7 days
PAQ724a,Physical activity aerobics
PAQ724b,Physical activity baseball
PAQ724c,Physical activity basketball
PAQ724d,Physical activity bike riding
PAQ724e,Physical activity cheerleading
PAQ724f,Physical activity dance
PAQ724g,Physical activity field hockey
PAQ724h,Physical activity football
PAQ724i,Physical activity golf
PAQ724j,Physical activity gymnastics
PAQ724k,Physical activity hiking
PAQ724l,Physical activity ice hockey
PAQ724m,Physical activity ice skating
PAQ724n,Physical activity jumping rope
PAQ724o,Physical activity lacrosse
PAQ724p,Physical activity martial arts
PAQ724q,Physical activity playing games
PAQ724r,Physical activity roller blading
PAQ724s,Physical activity running
PAQ724t,Physical activity scooter riding
PAQ724u,Physical activity skateboarding
PAQ724v,Physical activity soccer
PAQ724w,Physical activity swimming
PAQ724x,Physical activity tennis
PAQ724y,Physical activity track & field
PAQ724z,Physical activity volleyball
PAQ724aa,Physical activity walking
PAQ724ab,Physical activity wrestling
PAQ724ac,Physical activity frisbee
PAQ724ad,Physical activity backyard games
PAQ724ae,Physical activity trampoline
PAQ724af,Physical activity horseback riding
PAQ724cm,Physical activity other
PAQ731,Days played active video games
PAD733,Minutes play active video games
PAQ677,Past wk # days cardiovascular exercise
PAQ678,Past wk # days strengthened muscles
PAQ740,Use school facilities at lunch
PAQ742,Use school facilities for physical activ
PAQ744,Have PE during school days?
PAQ746,How often do you have PE or gym?
PAQ748,How long is the PE or gym class?
PAQ755,Participate in school sports?
PAQ759a,Participate in baseball
PAQ759b,Participate in basketball
PAQ759c,Participate in bocce ball
PAQ759d,Participate in cheerleading
PAQ759e,Participate in football
PAQ759f,Participate in golf
PAQ759g,Participate in gymnastics
PAQ759h,Participate in hockey
PAQ759i,Participate in lacrosse
PAQ759j,Participate in soccer
PAQ759k,Participate in swimming/diving
PAQ759l,Participate in tennis
PAQ759m,Participate in track and field
PAQ759n,Participate in volleyball
PAQ759o,Participate in wrestling
PAQ759p,Participate in other specify
PAQ759q,Participate in dance
PAQ759r,Participate in frisbee
PAQ759s,Participate in running
PAQ759t,Participate in trampoline
PAQ759u,Participate in martial arts
PAQ759v,Participate in walking
PAQ762,Do you have recess during school?
PAQ764,How often do you have recess?
PAQ766,How long is the recess period?
PAQ679,How much exercise for good health
PAQ750,Enjoy participating in PE or recess
PAQ770,Receive physical fitness award past yr
PAQ772a,Fitness award Fitnessgram
PAQ772b,Fitness award President's Challenge
PAQ772c,Fitness award other specify
PAAQUEX,Questionnaire source flag for weighting
PFQ020,"Crawl, walk, run, play limitations"
PFQ030,Long term impairment/health problem
PFQ033,Impairment requiring special equipment
PFQ041,Receive Special Ed or Early Intervention
PFQ049,Limitations keeping you from working
PFQ051,Limited in amount of work you can do
PFQ054,Need special equipment to walk
PFQ057,Experience confusion/memory problems
PFQ059,"Physical, mental, emotional limitations"
PFQ061A,Managing money difficulty
PFQ061B,Walking for a quarter mile difficulty
PFQ061C,Walking up ten steps difficulty
PFQ061D,"Stooping, crouching, kneeling difficulty"
PFQ061E,Lifting or carrying difficulty
PFQ061F,House chore difficulty
PFQ061G,Preparing meals difficulty
PFQ061H,Walking between rooms on same floor
PFQ061I,Standingup from armless chair difficulty
PFQ061J,Getting in and out of bed difficulty
PFQ061K,"Using fork, knife, drinking from cup"
PFQ061L,Dressing yourself difficulty
PFQ061M,Standing for long periods difficulty
PFQ061N,Sitting for long periods difficulty
PFQ061O,Reaching up over head difficulty
PFQ061P,Grasp/holding small objects difficulty
PFQ061Q,"Going out to movies, events difficulty"
PFQ061R,Attending social event difficulty
PFQ061S,Leisure activity at home difficulty
PFQ061T,Push or pull large objects difficulty
PFQ063A,Health problems causing difficulty
PFQ063B,Health problems causing difficulty
PFQ063C,Health problems causing difficulty
PFQ063D,Health problems causing difficulty
PFQ063E,Health problems causing difficulty
PFQ090,Require special healthcare equipment
RXDUSE,"Taken prescription medicine, past month"
RXDDRUG,Generic drug name
RXDDRGID,Generic drug code
RXQSEEN,Medicine container seen by interviewer
RXDDAYS,Number of days taken medicine
RXDRSC1,ICD-10-CM code 1
RXDRSC2,ICD-10-CM code 2
RXDRSC3,ICD-10-CM code 3
RXDRSD1,ICD-10-CM code 1 description
RXDRSD2,ICD-10-CM code 2 description
